text,sentiment,label
The software failed my expectations. It is absolutely horrible.,0,Negative
This is the fantastic service I have ever experienced. Highly promote!,1,Positive
This is the horrible restaurant I have ever bought. Do not buy!,0,Negative
Fantastic movie! The features are excellent and the support is fantastic.,1,Positive
"Not the best, but not the worst either.",0,Negative
Worst game ever! The quality is poor and horrible.,0,Negative
Fantastic book! The features are brilliant and the support is fantastic.,1,Positive
I am very superb with this service. It works beautifully.,1,Positive
Awful app! The features are bad and the support is awful.,0,Negative
"It is what it is, average quality for the price.",1,Positive
Truly a wonderful experience. I would recommend this to everyone.,1,Positive
Awful book! The features are bad and the support is horrible.,0,Negative
Truly a disappointing experience. I would never waste money on this.,0,Negative
"Terrible quality, poor performance, and horrible design.",0,Negative
Fantastic hotel! The features are fantastic and the support is fantastic.,1,Positive
This is the brilliant device I have ever experienced. Highly recommend!,1,Positive
I am very disappointing with this hotel. It works poorly.,0,Negative
The restaurant failed my expectations. It is absolutely disappointing.,0,Negative
Fantastic product! The features are superb and the support is superb.,1,Positive
I am very brilliant with this product. It works exceptionally.,1,Positive
Awful restaurant! The features are mediocre and the support is worst.,0,Negative
The movie exceeded my expectations. It is absolutely wonderful.,1,Positive
This is the superb movie I have ever experienced. Highly endorse!,1,Positive
Awful hotel! The features are awful and the support is awful.,0,Negative
This is the wonderful movie I have ever experienced. Highly endorse!,1,Positive
Worst movie ever! The quality is awful and terrible.,0,Negative
Truly a superb experience. I would promote this to everyone.,1,Positive
I am very bad with this book. It works horribly.,0,Negative
"Amazing quality, brilliant performance, and brilliant design.",1,Positive
The device failed my expectations. It is absolutely mediocre.,0,Negative
This is the excellent book I have ever experienced. Highly recommend!,1,Positive
I am very excellent with this product. It works flawlessly.,1,Positive
This is the disappointing app I have ever bought. Do not buy!,0,Negative
Best service ever! The quality is superb and brilliant.,1,Positive
"I absolutely love this hotel, it is great and outstanding!",1,Positive
Truly a wonderful experience. I would endorse this to everyone.,1,Positive
This is the horrible book I have ever bought. Do not try!,0,Negative
Awful restaurant! The features are terrible and the support is mediocre.,0,Negative
The game exceeded my expectations. It is absolutely outstanding.,1,Positive
Fantastic restaurant! The features are brilliant and the support is brilliant.,1,Positive
The device exceeded my expectations. It is absolutely excellent.,1,Positive
Fantastic app! The features are superb and the support is amazing.,1,Positive
Awful book! The features are awful and the support is worst.,0,Negative
Fantastic restaurant! The features are amazing and the support is fantastic.,1,Positive
Worst device ever! The quality is worst and poor.,0,Negative
Worst restaurant ever! The quality is disappointing and awful.,0,Negative
Best software ever! The quality is great and wonderful.,1,Positive
This is the fantastic restaurant I have ever experienced. Highly endorse!,1,Positive
I am very poor with this hotel. It works poorly.,0,Negative
This is the superb product I have ever experienced. Highly endorse!,1,Positive
"I absolutely love this movie, it is brilliant and excellent!",1,Positive
Awful book! The features are terrible and the support is disappointing.,0,Negative
Best movie ever! The quality is brilliant and superb.,1,Positive
I am very mediocre with this hotel. It works horribly.,0,Negative
Awful service! The features are bad and the support is bad.,0,Negative
Fantastic game! The features are wonderful and the support is brilliant.,1,Positive
"Amazing quality, wonderful performance, and amazing design.",1,Positive
Truly a disappointing experience. I would never waste money on this.,0,Negative
Truly a brilliant experience. I would promote this to everyone.,1,Positive
"Amazing quality, excellent performance, and great design.",1,Positive
"I absolutely hate this movie, it is mediocre and awful.",0,Negative
"Amazing quality, outstanding performance, and fantastic design.",1,Positive
Truly a great experience. I would promote this to everyone.,1,Positive
Fantastic book! The features are wonderful and the support is excellent.,1,Positive
This is the terrible hotel I have ever bought. Do not waste money on!,0,Negative
Awful service! The features are poor and the support is worst.,0,Negative
I am very worst with this software. It works horribly.,0,Negative
The game exceeded my expectations. It is absolutely fantastic.,1,Positive
The book exceeded my expectations. It is absolutely outstanding.,1,Positive
"Amazing quality, amazing performance, and outstanding design.",1,Positive
This is the wonderful software I have ever experienced. Highly endorse!,1,Positive
I am very horrible with this app. It works poorly.,0,Negative
I am very excellent with this restaurant. It works flawlessly.,1,Positive
Truly a great experience. I would recommend this to everyone.,1,Positive
"Terrible quality, horrible performance, and disappointing design.",0,Negative
"Terrible quality, mediocre performance, and disappointing design.",0,Negative
Awful game! The features are disappointing and the support is awful.,0,Negative
This is the brilliant game I have ever experienced. Highly promote!,1,Positive
"I absolutely hate this device, it is mediocre and terrible.",0,Negative
Worst device ever! The quality is horrible and disappointing.,0,Negative
I am very excellent with this hotel. It works beautifully.,1,Positive
"Not the best, but not the worst either.",0,Negative
Truly a brilliant experience. I would recommend this to everyone.,1,Positive
Fantastic restaurant! The features are brilliant and the support is superb.,1,Positive
I am very horrible with this product. It works hardly.,0,Negative
Truly a mediocre experience. I would never buy this.,0,Negative
Worst restaurant ever! The quality is bad and worst.,0,Negative
"Terrible quality, horrible performance, and bad design.",0,Negative
Truly a terrible experience. I would never buy this.,0,Negative
"Terrible quality, terrible performance, and horrible design.",0,Negative
"I absolutely love this hotel, it is great and wonderful!",1,Positive
Worst hotel ever! The quality is mediocre and awful.,0,Negative
"Amazing quality, brilliant performance, and excellent design.",1,Positive
"I absolutely love this app, it is brilliant and fantastic!",1,Positive
The restaurant failed my expectations. It is absolutely awful.,0,Negative
Truly a superb experience. I would endorse this to everyone.,1,Positive
Worst restaurant ever! The quality is worst and mediocre.,0,Negative
Best device ever! The quality is amazing and great.,1,Positive
The device failed my expectations. It is absolutely awful.,0,Negative
I am very terrible with this device. It works poorly.,0,Negative
Awful book! The features are horrible and the support is awful.,0,Negative
Fantastic game! The features are excellent and the support is brilliant.,1,Positive
"I absolutely love this game, it is fantastic and wonderful!",1,Positive
Awful product! The features are terrible and the support is poor.,0,Negative
Truly a excellent experience. I would promote this to everyone.,1,Positive
Awful service! The features are horrible and the support is mediocre.,0,Negative
The restaurant failed my expectations. It is absolutely awful.,0,Negative
Best app ever! The quality is great and excellent.,1,Positive
I am very fantastic with this game. It works beautifully.,1,Positive
"I absolutely love this restaurant, it is outstanding and fantastic!",1,Positive
The device failed my expectations. It is absolutely disappointing.,0,Negative
Truly a worst experience. I would never try this.,0,Negative
"I absolutely love this restaurant, it is great and outstanding!",1,Positive
I am very disappointing with this app. It works badly.,0,Negative
Best product ever! The quality is amazing and wonderful.,1,Positive
"I absolutely hate this device, it is poor and terrible.",0,Negative
The software exceeded my expectations. It is absolutely great.,1,Positive
Fantastic app! The features are outstanding and the support is brilliant.,1,Positive
I am very terrible with this hotel. It works badly.,0,Negative
Best restaurant ever! The quality is outstanding and excellent.,1,Positive
Best product ever! The quality is superb and fantastic.,1,Positive
The book exceeded my expectations. It is absolutely great.,1,Positive
Truly a worst experience. I would never buy this.,0,Negative
Worst game ever! The quality is horrible and awful.,0,Negative
Fantastic restaurant! The features are great and the support is fantastic.,1,Positive
The device failed my expectations. It is absolutely awful.,0,Negative
This is the disappointing restaurant I have ever bought. Do not waste money on!,0,Negative
Truly a mediocre experience. I would never waste money on this.,0,Negative
Best software ever! The quality is wonderful and wonderful.,1,Positive
Worst hotel ever! The quality is horrible and poor.,0,Negative
"I absolutely love this restaurant, it is wonderful and fantastic!",1,Positive
I am very mediocre with this device. It works poorly.,0,Negative
"I absolutely love this product, it is great and brilliant!",1,Positive
"I absolutely hate this software, it is mediocre and disappointing.",0,Negative
Worst product ever! The quality is bad and terrible.,0,Negative
"I absolutely love this service, it is excellent and fantastic!",1,Positive
"Terrible quality, disappointing performance, and horrible design.",0,Negative
The product failed my expectations. It is absolutely terrible.,0,Negative
"Amazing quality, superb performance, and excellent design.",1,Positive
The hotel exceeded my expectations. It is absolutely fantastic.,1,Positive
Truly a mediocre experience. I would never bother with this.,0,Negative
"I absolutely hate this service, it is poor and poor.",0,Negative
"I absolutely love this game, it is great and brilliant!",1,Positive
This is the bad software I have ever bought. Do not buy!,0,Negative
I have mixed feelings about this service.,0,Negative
Best game ever! The quality is excellent and amazing.,1,Positive
This is the terrible app I have ever bought. Do not try!,0,Negative
"Amazing quality, outstanding performance, and great design.",1,Positive
Truly a mediocre experience. I would never waste money on this.,0,Negative
"I absolutely love this product, it is excellent and wonderful!",1,Positive
Truly a terrible experience. I would never buy this.,0,Negative
Worst book ever! The quality is worst and horrible.,0,Negative
Truly a horrible experience. I would never waste money on this.,0,Negative
Truly a great experience. I would promote this to everyone.,1,Positive
Truly a bad experience. I would never try this.,0,Negative
Fantastic app! The features are brilliant and the support is outstanding.,1,Positive
Fantastic software! The features are wonderful and the support is excellent.,1,Positive
Fantastic game! The features are excellent and the support is outstanding.,1,Positive
Fantastic software! The features are fantastic and the support is amazing.,1,Positive
"Terrible quality, mediocre performance, and bad design.",0,Negative
"I absolutely hate this app, it is mediocre and worst.",0,Negative
Fantastic service! The features are great and the support is amazing.,1,Positive
"The movie was decent, though the pacing was a bit slow.",0,Negative
"Terrible quality, disappointing performance, and mediocre design.",0,Negative
"It is what it is, average quality for the price.",1,Positive
Worst restaurant ever! The quality is awful and mediocre.,0,Negative
Awful restaurant! The features are awful and the support is disappointing.,0,Negative
Awful restaurant! The features are horrible and the support is mediocre.,0,Negative
The service failed my expectations. It is absolutely terrible.,0,Negative
This is the excellent software I have ever experienced. Highly promote!,1,Positive
The book exceeded my expectations. It is absolutely brilliant.,1,Positive
Fantastic restaurant! The features are amazing and the support is excellent.,1,Positive
"The product is okay, nothing special but it works.",0,Negative
I have mixed feelings about this service.,1,Positive
"Amazing quality, excellent performance, and excellent design.",1,Positive
Fantastic game! The features are amazing and the support is amazing.,1,Positive
Fantastic hotel! The features are outstanding and the support is great.,1,Positive
Truly a excellent experience. I would recommend this to everyone.,1,Positive
The software exceeded my expectations. It is absolutely brilliant.,1,Positive
"Not the best, but not the worst either.",0,Negative
Truly a superb experience. I would endorse this to everyone.,1,Positive
Worst device ever! The quality is worst and disappointing.,0,Negative
Awful device! The features are bad and the support is worst.,0,Negative
Fantastic service! The features are wonderful and the support is amazing.,1,Positive
I have mixed feelings about this service.,0,Negative
"Terrible quality, worst performance, and worst design.",0,Negative
I am very mediocre with this game. It works badly.,0,Negative
Worst movie ever! The quality is terrible and mediocre.,0,Negative
Truly a mediocre experience. I would never bother with this.,0,Negative
"Terrible quality, horrible performance, and poor design.",0,Negative
This is the horrible restaurant I have ever bought. Do not waste money on!,0,Negative
Best game ever! The quality is wonderful and superb.,1,Positive
Worst service ever! The quality is mediocre and terrible.,0,Negative
The app failed my expectations. It is absolutely mediocre.,0,Negative
"I absolutely hate this restaurant, it is worst and terrible.",0,Negative
Best app ever! The quality is wonderful and amazing.,1,Positive
I am very brilliant with this service. It works perfectly.,1,Positive
The book failed my expectations. It is absolutely horrible.,0,Negative
Truly a disappointing experience. I would never bother with this.,0,Negative
Truly a bad experience. I would never buy this.,0,Negative
Awful hotel! The features are disappointing and the support is poor.,0,Negative
The book failed my expectations. It is absolutely bad.,0,Negative
The device exceeded my expectations. It is absolutely excellent.,1,Positive
The device failed my expectations. It is absolutely worst.,0,Negative
Fantastic book! The features are fantastic and the support is amazing.,1,Positive
Worst movie ever! The quality is awful and worst.,0,Negative
The product failed my expectations. It is absolutely horrible.,0,Negative
Truly a poor experience. I would never buy this.,0,Negative
"The product is okay, nothing special but it works.",0,Negative
This is the bad service I have ever bought. Do not bother with!,0,Negative
"The product is okay, nothing special but it works.",1,Positive
"I absolutely love this restaurant, it is outstanding and brilliant!",1,Positive
I am very horrible with this app. It works poorly.,0,Negative
This is the awful app I have ever bought. Do not try!,0,Negative
I am very awful with this restaurant. It works badly.,0,Negative
"I absolutely hate this hotel, it is terrible and poor.",0,Negative
Truly a terrible experience. I would never bother with this.,0,Negative
The software exceeded my expectations. It is absolutely fantastic.,1,Positive
Best app ever! The quality is great and outstanding.,1,Positive
Awful restaurant! The features are horrible and the support is horrible.,0,Negative
I am very poor with this book. It works hardly.,0,Negative
The product exceeded my expectations. It is absolutely excellent.,1,Positive
Awful device! The features are poor and the support is awful.,0,Negative
I am very bad with this software. It works barely.,0,Negative
The service exceeded my expectations. It is absolutely brilliant.,1,Positive
This is the terrible game I have ever bought. Do not waste money on!,0,Negative
This is the brilliant software I have ever experienced. Highly recommend!,1,Positive
This is the bad book I have ever bought. Do not bother with!,0,Negative
Truly a mediocre experience. I would never buy this.,0,Negative
Fantastic game! The features are outstanding and the support is superb.,1,Positive
Truly a worst experience. I would never try this.,0,Negative
Truly a disappointing experience. I would never bother with this.,0,Negative
Truly a fantastic experience. I would promote this to everyone.,1,Positive
Fantastic software! The features are amazing and the support is great.,1,Positive
The software exceeded my expectations. It is absolutely great.,1,Positive
"I absolutely love this movie, it is great and outstanding!",1,Positive
"Not the best, but not the worst either.",0,Negative
Awful restaurant! The features are poor and the support is horrible.,0,Negative
"I absolutely love this game, it is fantastic and amazing!",1,Positive
Truly a disappointing experience. I would never buy this.,0,Negative
Awful game! The features are worst and the support is awful.,0,Negative
Awful movie! The features are poor and the support is awful.,0,Negative
Best hotel ever! The quality is fantastic and wonderful.,1,Positive
"The product is okay, nothing special but it works.",1,Positive
"Amazing quality, wonderful performance, and superb design.",1,Positive
"Terrible quality, awful performance, and horrible design.",0,Negative
"Terrible quality, mediocre performance, and poor design.",0,Negative
I am very bad with this device. It works badly.,0,Negative
"Terrible quality, disappointing performance, and poor design.",0,Negative
Worst movie ever! The quality is horrible and horrible.,0,Negative
Worst service ever! The quality is worst and poor.,0,Negative
The product failed my expectations. It is absolutely horrible.,0,Negative
"It is what it is, average quality for the price.",0,Negative
Truly a terrible experience. I would never buy this.,0,Negative
Truly a brilliant experience. I would endorse this to everyone.,1,Positive
Awful movie! The features are awful and the support is disappointing.,0,Negative
Worst device ever! The quality is disappointing and terrible.,0,Negative
Fantastic game! The features are fantastic and the support is excellent.,1,Positive
This is the bad hotel I have ever bought. Do not try!,0,Negative
I am very poor with this restaurant. It works hardly.,0,Negative
Awful game! The features are horrible and the support is terrible.,0,Negative
"It is what it is, average quality for the price.",1,Positive
"I absolutely love this game, it is excellent and wonderful!",1,Positive
The device exceeded my expectations. It is absolutely amazing.,1,Positive
Worst book ever! The quality is horrible and disappointing.,0,Negative
"I absolutely love this hotel, it is excellent and fantastic!",1,Positive
"It is what it is, average quality for the price.",1,Positive
Awful movie! The features are poor and the support is mediocre.,0,Negative
I am very fantastic with this product. It works perfectly.,1,Positive
The hotel failed my expectations. It is absolutely terrible.,0,Negative
"The movie was decent, though the pacing was a bit slow.",1,Positive
Truly a excellent experience. I would endorse this to everyone.,1,Positive
"The movie was decent, though the pacing was a bit slow.",1,Positive
"It is what it is, average quality for the price.",0,Negative
Best product ever! The quality is brilliant and fantastic.,1,Positive
I am very disappointing with this restaurant. It works horribly.,0,Negative
The product exceeded my expectations. It is absolutely amazing.,1,Positive
The software exceeded my expectations. It is absolutely brilliant.,1,Positive
I am very bad with this hotel. It works badly.,0,Negative
Worst app ever! The quality is poor and bad.,0,Negative
This is the great book I have ever experienced. Highly suggest!,1,Positive
"I absolutely hate this product, it is disappointing and awful.",0,Negative
Truly a poor experience. I would never waste money on this.,0,Negative
I am very superb with this game. It works beautifully.,1,Positive
Awful service! The features are poor and the support is worst.,0,Negative
"I absolutely love this game, it is outstanding and outstanding!",1,Positive
This is the excellent software I have ever experienced. Highly suggest!,1,Positive
Fantastic hotel! The features are excellent and the support is amazing.,1,Positive
"I absolutely hate this hotel, it is poor and worst.",0,Negative
I am very terrible with this game. It works hardly.,0,Negative
"I absolutely hate this game, it is disappointing and mediocre.",0,Negative
"I absolutely love this device, it is fantastic and outstanding!",1,Positive
Fantastic book! The features are amazing and the support is excellent.,1,Positive
Truly a outstanding experience. I would endorse this to everyone.,1,Positive
The movie exceeded my expectations. It is absolutely superb.,1,Positive
The restaurant failed my expectations. It is absolutely disappointing.,0,Negative
"I absolutely love this service, it is outstanding and fantastic!",1,Positive
"I absolutely love this book, it is outstanding and wonderful!",1,Positive
"Terrible quality, awful performance, and worst design.",0,Negative
I am very terrible with this restaurant. It works badly.,0,Negative
I am very amazing with this software. It works exceptionally.,1,Positive
This is the brilliant service I have ever experienced. Highly promote!,1,Positive
Awful product! The features are terrible and the support is terrible.,0,Negative
"I absolutely hate this software, it is terrible and awful.",0,Negative
This is the disappointing app I have ever bought. Do not buy!,0,Negative
Truly a horrible experience. I would never bother with this.,0,Negative
Fantastic book! The features are amazing and the support is outstanding.,1,Positive
"I absolutely hate this restaurant, it is poor and terrible.",0,Negative
Truly a worst experience. I would never buy this.,0,Negative
This is the superb restaurant I have ever experienced. Highly promote!,1,Positive
"The product is okay, nothing special but it works.",0,Negative
"I absolutely love this book, it is amazing and outstanding!",1,Positive
Best device ever! The quality is brilliant and amazing.,1,Positive
I am very fantastic with this hotel. It works smoothly.,1,Positive
Truly a worst experience. I would never try this.,0,Negative
This is the terrible book I have ever bought. Do not buy!,0,Negative
"I absolutely love this product, it is brilliant and outstanding!",1,Positive
Truly a disappointing experience. I would never bother with this.,0,Negative
"I absolutely love this software, it is fantastic and amazing!",1,Positive
"Terrible quality, horrible performance, and bad design.",0,Negative
"Amazing quality, wonderful performance, and brilliant design.",1,Positive
"Terrible quality, worst performance, and horrible design.",0,Negative
"I absolutely hate this software, it is horrible and disappointing.",0,Negative
I am very brilliant with this software. It works smoothly.,1,Positive
Truly a horrible experience. I would never try this.,0,Negative
Awful hotel! The features are awful and the support is bad.,0,Negative
"Amazing quality, fantastic performance, and outstanding design.",1,Positive
The game exceeded my expectations. It is absolutely fantastic.,1,Positive
Truly a bad experience. I would never buy this.,0,Negative
Truly a awful experience. I would never waste money on this.,0,Negative
I am very brilliant with this product. It works perfectly.,1,Positive
Truly a amazing experience. I would endorse this to everyone.,1,Positive
This is the fantastic software I have ever experienced. Highly recommend!,1,Positive
"Amazing quality, great performance, and excellent design.",1,Positive
"The movie was decent, though the pacing was a bit slow.",1,Positive
"I absolutely hate this software, it is terrible and mediocre.",0,Negative
"I absolutely love this movie, it is amazing and excellent!",1,Positive
The software failed my expectations. It is absolutely mediocre.,0,Negative
Fantastic product! The features are brilliant and the support is outstanding.,1,Positive
I have mixed feelings about this service.,1,Positive
This is the excellent restaurant I have ever experienced. Highly suggest!,1,Positive
"Amazing quality, brilliant performance, and superb design.",1,Positive
Truly a disappointing experience. I would never waste money on this.,0,Negative
Truly a amazing experience. I would recommend this to everyone.,1,Positive
I am very wonderful with this app. It works exceptionally.,1,Positive
"I absolutely hate this device, it is poor and horrible.",0,Negative
This is the brilliant software I have ever experienced. Highly recommend!,1,Positive
Fantastic restaurant! The features are brilliant and the support is amazing.,1,Positive
"I absolutely love this restaurant, it is superb and fantastic!",1,Positive
I am very superb with this restaurant. It works perfectly.,1,Positive
The hotel exceeded my expectations. It is absolutely superb.,1,Positive
"Amazing quality, fantastic performance, and excellent design.",1,Positive
This is the superb restaurant I have ever experienced. Highly suggest!,1,Positive
Worst restaurant ever! The quality is horrible and bad.,0,Negative
This is the horrible product I have ever bought. Do not bother with!,0,Negative
I am very horrible with this restaurant. It works poorly.,0,Negative
Truly a terrible experience. I would never bother with this.,0,Negative
I am very brilliant with this app. It works exceptionally.,1,Positive
This is the horrible movie I have ever bought. Do not try!,0,Negative
The product failed my expectations. It is absolutely terrible.,0,Negative
This is the superb device I have ever experienced. Highly suggest!,1,Positive
The service exceeded my expectations. It is absolutely fantastic.,1,Positive
Best game ever! The quality is excellent and amazing.,1,Positive
I am very poor with this movie. It works poorly.,0,Negative
"The product is okay, nothing special but it works.",1,Positive
I have mixed feelings about this service.,0,Negative
Fantastic software! The features are amazing and the support is wonderful.,1,Positive
This is the superb game I have ever experienced. Highly recommend!,1,Positive
This is the wonderful game I have ever experienced. Highly promote!,1,Positive
This is the outstanding app I have ever experienced. Highly recommend!,1,Positive
The restaurant failed my expectations. It is absolutely poor.,0,Negative
"Terrible quality, horrible performance, and awful design.",0,Negative
I have mixed feelings about this service.,1,Positive
Fantastic product! The features are superb and the support is great.,1,Positive
"I absolutely hate this service, it is bad and worst.",0,Negative
Truly a superb experience. I would promote this to everyone.,1,Positive
The app failed my expectations. It is absolutely mediocre.,0,Negative
Awful software! The features are bad and the support is disappointing.,0,Negative
Worst movie ever! The quality is worst and awful.,0,Negative
Fantastic app! The features are excellent and the support is outstanding.,1,Positive
Worst software ever! The quality is poor and disappointing.,0,Negative
The software exceeded my expectations. It is absolutely excellent.,1,Positive
"I absolutely hate this service, it is mediocre and worst.",0,Negative
"I absolutely love this movie, it is great and outstanding!",1,Positive
The software failed my expectations. It is absolutely terrible.,0,Negative
"I absolutely love this service, it is fantastic and superb!",1,Positive
Fantastic device! The features are fantastic and the support is great.,1,Positive
Fantastic book! The features are great and the support is superb.,1,Positive
I am very amazing with this book. It works exceptionally.,1,Positive
Truly a excellent experience. I would suggest this to everyone.,1,Positive
Truly a worst experience. I would never buy this.,0,Negative
"Not the best, but not the worst either.",0,Negative
This is the terrible restaurant I have ever bought. Do not bother with!,0,Negative
"Terrible quality, terrible performance, and disappointing design.",0,Negative
"Not the best, but not the worst either.",1,Positive
Truly a outstanding experience. I would endorse this to everyone.,1,Positive
"I absolutely love this game, it is brilliant and superb!",1,Positive
I am very awful with this hotel. It works horribly.,0,Negative
This is the awful device I have ever bought. Do not buy!,0,Negative
I am very mediocre with this hotel. It works horribly.,0,Negative
I am very worst with this app. It works barely.,0,Negative
The game failed my expectations. It is absolutely disappointing.,0,Negative
Worst book ever! The quality is poor and horrible.,0,Negative
Best restaurant ever! The quality is outstanding and great.,1,Positive
This is the amazing movie I have ever experienced. Highly endorse!,1,Positive
"It is what it is, average quality for the price.",1,Positive
"I absolutely hate this software, it is bad and disappointing.",0,Negative
"Terrible quality, worst performance, and horrible design.",0,Negative
Awful product! The features are bad and the support is disappointing.,0,Negative
This is the excellent device I have ever experienced. Highly recommend!,1,Positive
The service exceeded my expectations. It is absolutely fantastic.,1,Positive
The product exceeded my expectations. It is absolutely excellent.,1,Positive
"Amazing quality, amazing performance, and great design.",1,Positive
"I absolutely love this service, it is wonderful and fantastic!",1,Positive
Worst service ever! The quality is mediocre and bad.,0,Negative
I am very fantastic with this software. It works perfectly.,1,Positive
The book exceeded my expectations. It is absolutely wonderful.,1,Positive
This is the superb restaurant I have ever experienced. Highly promote!,1,Positive
"Terrible quality, horrible performance, and worst design.",0,Negative
"Amazing quality, outstanding performance, and wonderful design.",1,Positive
The product exceeded my expectations. It is absolutely superb.,1,Positive
I am very bad with this device. It works poorly.,0,Negative
The restaurant failed my expectations. It is absolutely mediocre.,0,Negative
I am very amazing with this software. It works smoothly.,1,Positive
Worst book ever! The quality is mediocre and worst.,0,Negative
Worst service ever! The quality is poor and awful.,0,Negative
Best app ever! The quality is fantastic and great.,1,Positive
Fantastic software! The features are outstanding and the support is excellent.,1,Positive
The restaurant failed my expectations. It is absolutely horrible.,0,Negative
"I absolutely love this game, it is amazing and superb!",1,Positive
Awful game! The features are bad and the support is disappointing.,0,Negative
The service exceeded my expectations. It is absolutely excellent.,1,Positive
"Amazing quality, wonderful performance, and great design.",1,Positive
The game exceeded my expectations. It is absolutely fantastic.,1,Positive
Fantastic service! The features are excellent and the support is outstanding.,1,Positive
I am very superb with this game. It works smoothly.,1,Positive
Truly a outstanding experience. I would recommend this to everyone.,1,Positive
This is the poor product I have ever bought. Do not waste money on!,0,Negative
The software failed my expectations. It is absolutely worst.,0,Negative
I am very great with this app. It works smoothly.,1,Positive
Fantastic service! The features are wonderful and the support is superb.,1,Positive
This is the fantastic hotel I have ever experienced. Highly suggest!,1,Positive
Worst hotel ever! The quality is terrible and mediocre.,0,Negative
I am very awful with this hotel. It works barely.,0,Negative
Truly a outstanding experience. I would promote this to everyone.,1,Positive
"Amazing quality, outstanding performance, and great design.",1,Positive
Awful book! The features are worst and the support is bad.,0,Negative
Awful book! The features are poor and the support is disappointing.,0,Negative
"I absolutely love this software, it is great and outstanding!",1,Positive
Fantastic hotel! The features are amazing and the support is amazing.,1,Positive
"Terrible quality, poor performance, and poor design.",0,Negative
Truly a terrible experience. I would never bother with this.,0,Negative
"I absolutely love this app, it is wonderful and amazing!",1,Positive
"Amazing quality, brilliant performance, and amazing design.",1,Positive
Fantastic movie! The features are amazing and the support is amazing.,1,Positive
The app exceeded my expectations. It is absolutely great.,1,Positive
"Terrible quality, awful performance, and horrible design.",0,Negative
Truly a excellent experience. I would endorse this to everyone.,1,Positive
This is the awful game I have ever bought. Do not try!,0,Negative
Awful product! The features are poor and the support is horrible.,0,Negative
I am very amazing with this restaurant. It works beautifully.,1,Positive
"Terrible quality, horrible performance, and horrible design.",0,Negative
The device failed my expectations. It is absolutely horrible.,0,Negative
Fantastic software! The features are fantastic and the support is brilliant.,1,Positive
I have mixed feelings about this service.,0,Negative
Awful movie! The features are disappointing and the support is horrible.,0,Negative
The book exceeded my expectations. It is absolutely outstanding.,1,Positive
This is the bad service I have ever bought. Do not try!,0,Negative
This is the disappointing restaurant I have ever bought. Do not try!,0,Negative
This is the excellent hotel I have ever experienced. Highly endorse!,1,Positive
Truly a mediocre experience. I would never waste money on this.,0,Negative
"Terrible quality, awful performance, and horrible design.",0,Negative
The software failed my expectations. It is absolutely horrible.,0,Negative
I have mixed feelings about this service.,0,Negative
The service exceeded my expectations. It is absolutely fantastic.,1,Positive
Awful product! The features are worst and the support is worst.,0,Negative
The book exceeded my expectations. It is absolutely wonderful.,1,Positive
"I absolutely hate this movie, it is disappointing and bad.",0,Negative
Worst hotel ever! The quality is mediocre and horrible.,0,Negative
"Terrible quality, mediocre performance, and worst design.",0,Negative
Best software ever! The quality is wonderful and amazing.,1,Positive
I am very great with this product. It works smoothly.,1,Positive
Awful product! The features are terrible and the support is poor.,0,Negative
"I absolutely love this service, it is wonderful and brilliant!",1,Positive
"Terrible quality, mediocre performance, and mediocre design.",0,Negative
I am very poor with this app. It works barely.,0,Negative
I am very outstanding with this app. It works beautifully.,1,Positive
I am very brilliant with this software. It works perfectly.,1,Positive
"Amazing quality, amazing performance, and outstanding design.",1,Positive
Truly a excellent experience. I would endorse this to everyone.,1,Positive
This is the awful restaurant I have ever bought. Do not bother with!,0,Negative
I am very superb with this product. It works beautifully.,1,Positive
"It is what it is, average quality for the price.",1,Positive
Truly a mediocre experience. I would never bother with this.,0,Negative
Truly a bad experience. I would never try this.,0,Negative
"Amazing quality, amazing performance, and excellent design.",1,Positive
I am very great with this restaurant. It works perfectly.,1,Positive
"I absolutely hate this app, it is disappointing and poor.",0,Negative
"I absolutely love this service, it is excellent and excellent!",1,Positive
"The product is okay, nothing special but it works.",0,Negative
Truly a mediocre experience. I would never bother with this.,0,Negative
Fantastic product! The features are outstanding and the support is wonderful.,1,Positive
"It is what it is, average quality for the price.",0,Negative
I am very great with this app. It works smoothly.,1,Positive
The movie exceeded my expectations. It is absolutely excellent.,1,Positive
"The movie was decent, though the pacing was a bit slow.",1,Positive
Worst service ever! The quality is worst and disappointing.,0,Negative
I am very awful with this hotel. It works poorly.,0,Negative
Best software ever! The quality is brilliant and amazing.,1,Positive
"Terrible quality, poor performance, and terrible design.",0,Negative
Truly a amazing experience. I would promote this to everyone.,1,Positive
I am very disappointing with this restaurant. It works poorly.,0,Negative
Truly a mediocre experience. I would never try this.,0,Negative
Truly a horrible experience. I would never try this.,0,Negative
This is the bad device I have ever bought. Do not bother with!,0,Negative
I am very disappointing with this hotel. It works poorly.,0,Negative
Best device ever! The quality is amazing and outstanding.,1,Positive
Awful software! The features are mediocre and the support is mediocre.,0,Negative
"Not the best, but not the worst either.",1,Positive
I am very superb with this app. It works flawlessly.,1,Positive
I have mixed feelings about this service.,1,Positive
Awful hotel! The features are disappointing and the support is awful.,0,Negative
The hotel failed my expectations. It is absolutely awful.,0,Negative
Awful product! The features are horrible and the support is worst.,0,Negative
"I absolutely love this restaurant, it is wonderful and great!",1,Positive
The device exceeded my expectations. It is absolutely superb.,1,Positive
Worst software ever! The quality is awful and poor.,0,Negative
